RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6378,11993107,Customer,759,Spain,Male,32,5,0.0,1,0,0,97874.38,0
6379,19740575,Customer,454,Spain,Male,34,2,110323.67,2,1,1,69298.01,0
6380,18808336,Customer,716,Spain,Female,54,9,163097.4,1,0,0,48019.74,0
6381,10093167,Customer,441,Germany,Male,41,2,143513.67,2,0,1,171351.18,0
6382,19607205,Customer,550,Germany,Female,55,10,130261.91,2,0,1,144237.25,1
6383,16144381,Customer,642,France,Male,59,8,0.0,2,1,1,43800.2,0
6384,11555436,Customer,722,France,Male,58,5,49041.72,2,1,0,114828.69,0
6385,17300198,Customer,568,France,Female,53,7,215059.7,1,0,1,144842.28,1
6386,15821752,Customer,781,Germany,Male,58,3,0.0,1,0,0,117926.62,1
6387,11847448,Customer,416,Germany,Male,25,3,48923.63,2,1,0,190401.83,0
6388,11167601,Customer,518,Germany,Female,20,7,156015.83,1,1,1,45111.6,0
6389,13768629,Customer,654,France,Male,47,6,55819.4,2,1,1,145725.45,0
6390,11900874,Customer,377,Germany,Male,39,4,235705.16,1,1,1,127138.89,0
6391,10317315,Customer,637,France,Male,69,1,123237.41,3,0,1,184595.71,1
6392,13517079,Customer,704,France,Male,50,5,50930.6,1,1,0,173889.65,0
6393,15476619,Customer,804,Spain,Female,42,0,0.0,1,1,1,133207.42,0
6394,18074024,Customer,676,Germany,Male,69,6,176802.25,3,0,0,92831.98,1
6395,19896415,Customer,818,Spain,Male,47,8,151242.41,2,1,0,41176.48,0
6396,11875304,Customer,381,France,Male,54,4,60421.74,1,0,0,162545.02,0
6397,18729451,Customer,515,France,Male,20,4,183803.61,1,0,0,166645.51,0
6398,12217903,Customer,753,France,Female,21,6,232390.69,1,0,1,78799.58,0
6399,10869142,Customer,485,France,Male,46,4,238033.71,2,0,1,52987.0,0
6400,18041039,Customer,417,Spain,Female,74,9,169869.92,2,1,0,187021.75,1
6401,15524849,Customer,503,Germany,Female,49,3,210061.32,1,0,0,99090.04,1
6402,17956980,Customer,812,Spain,Female,40,0,0.0,2,1,1,149880.37,0
6403,17814325,Customer,675,France,Male,73,5,10845.2,1,1,1,128119.74,0
6404,14828215,Customer,653,Spain,Male,36,8,119247.64,2,0,1,142930.13,0
6405,18008334,Customer,445,France,Female,32,3,72852.02,2,1,1,13523.88,1
6406,16487419,Customer,546,Spain,Female,68,9,118696.79,2,1,1,128987.18,0
6407,13562413,Customer,457,France,Male,33,10,0.0,3,0,1,114435.26,0
6408,16239378,Customer,395,France,Male,40,3,0.0,2,1,0,153163.43,0
6409,12543674,Customer,535,Germany,Male,57,4,226231.1,1,1,1,188168.71,1
6410,19899355,Customer,803,Spain,Female,63,5,49279.36,1,1,1,167685.59,0
6411,13024154,Customer,672,France,Male,54,2,0.0,2,0,1,94013.69,0
6412,10468439,Customer,634,France,Female,18,8,204414.16,1,0,0,123160.28,1
6413,10092598,Customer,432,Spain,Female,36,0,144844.8,1,1,1,55328.79,0
6414,13144917,Customer,487,France,Female,54,10,0.0,2,0,1,10456.0,0
6415,19045220,Customer,676,France,Female,52,5,226339.34,3,0,0,37604.89,1
6416,14318108,Customer,586,France,Male,47,5,0.0,2,1,1,23725.54,0
6417,19853918,Customer,798,France,Female,34,7,0.0,2,1,1,152474.82,0
6418,18077666,Customer,670,Spain,Female,56,4,64290.73,2,1,1,45652.8,0
6419,19108924,Customer,494,Spain,Female,66,8,233644.02,1,0,1,31160.12,1
6420,14045734,Customer,627,Germany,Male,43,8,82287.33,2,1,1,64157.36,0
6421,17065836,Customer,449,Spain,Female,30,1,26622.28,1,1,0,187388.57,1
6422,12756324,Customer,363,France,Male,71,4,78316.51,1,0,0,62204.06,1
6423,12163283,Customer,611,France,Male,39,6,129623.95,1,1,0,134808.25,0
6424,16792187,Customer,763,France,Female,63,1,96522.81,2,1,0,168382.51,0
6425,13634762,Customer,843,France,Male,40,6,197075.78,2,1,1,167494.64,1
6426,17981116,Customer,396,France,Female,61,8,152758.91,1,0,1,189305.63,1
6427,12910717,Customer,574,Spain,Male,60,7,108726.14,1,1,0,78861.67,0
6428,18345872,Customer,753,Spain,Female,50,9,249315.31,1,1,1,102716.16,0
6429,19389567,Customer,493,France,Male,44,8,221484.71,2,0,0,55137.87,1
6430,15311723,Customer,545,Germany,Female,52,3,0.0,2,0,1,22331.55,1
6431,13875081,Customer,639,Germany,Male,29,7,141813.32,1,1,1,195853.55,0
6432,12516901,Customer,606,Spain,Female,26,8,194981.34,1,0,0,174664.53,0
6433,11654500,Customer,810,Spain,Female,51,9,0.0,1,0,0,69855.71,0
6434,13677992,Customer,781,Germany,Male,31,1,0.0,2,1,1,160081.3,0
6435,14066502,Customer,357,Spain,Male,54,9,223013.27,1,1,0,167644.53,1
6436,13743944,Customer,627,Germany,Female,20,2,0.0,1,0,0,56570.09,0
6437,12671037,Customer,673,Germany,Female,61,0,0.0,2,0,1,187417.49,0
6438,12964408,Customer,639,France,Female,61,0,211330.73,2,1,0,70890.85,0
6439,12272376,Customer,793,France,Female,38,9,110638.51,2,0,0,117914.52,0
6440,10637213,Customer,778,Germany,Male,24,5,0.0,2,1,1,161550.35,0
6441,11700640,Customer,642,France,Male,50,0,6542.75,1,0,1,122117.33,1
6442,12820629,Customer,726,France,Male,52,4,169750.63,1,1,0,59301.14,1
6443,18272041,Customer,372,Germany,Male,28,5,133160.61,2,0,0,187218.44,1
6444,16197391,Customer,433,France,Female,62,8,0.0,1,0,1,10655.13,1
6445,13627447,Customer,604,Germany,Male,49,5,0.0,2,0,0,109726.91,0
6446,16292909,Customer,722,Germany,Female,39,3,45603.91,2,0,1,18502.49,1
6447,13669961,Customer,373,Spain,Female,72,0,56215.5,3,1,0,134410.06,1
6448,17610343,Customer,824,France,Female,59,5,0.0,2,1,0,18057.32,1
6449,17128336,Customer,746,France,Female,36,6,120159.02,1,0,0,20770.73,1
6450,16405194,Customer,674,Germany,Male,53,4,173874.28,1,1,0,103699.97,0
6451,14985307,Customer,685,Spain,Female,71,5,115329.61,1,0,1,140689.21,1
6452,19167632,Customer,665,Spain,Male,54,9,118432.67,2,1,1,89984.41,0
6453,17790816,Customer,387,France,Male,28,7,205536.97,1,1,1,183655.09,1
6454,11480299,Customer,781,France,Female,58,0,192789.18,2,1,1,186137.21,0
6455,18199005,Customer,570,Spain,Male,30,7,0.0,2,0,1,95253.53,1
6456,13945744,Customer,759,France,Female,45,10,0.0,2,0,1,124419.68,0
6457,19760530,Customer,563,Germany,Female,66,1,0.0,2,0,0,196022.92,1
6458,19711550,Customer,821,France,Female,32,1,101200.86,1,0,0,166131.72,0
6459,11838496,Customer,682,France,Male,30,7,17082.94,1,0,0,35520.62,0
6460,18678145,Customer,840,France,Female,70,1,0.0,2,0,1,23515.82,0
6461,16737496,Customer,434,France,Male,60,7,89576.3,2,0,0,118176.8,0
6462,10166678,Customer,734,Germany,Female,50,4,0.0,1,1,0,170099.5,0
6463,12748804,Customer,353,Spain,Male,25,8,0.0,2,1,1,153865.7,1
6464,10973288,Customer,544,France,Female,72,8,0.0,2,1,0,129045.68,1
6465,14975503,Customer,463,Spain,Male,49,7,0.0,2,1,0,168631.14,0
6466,17683594,Customer,564,France,Male,54,8,0.0,1,0,0,34733.56,0
6467,14569500,Customer,685,Germany,Male,71,6,162038.79,1,1,1,99457.98,0
6468,18455048,Customer,714,France,Male,65,7,138577.25,1,0,0,159973.4,1
6469,13359869,Customer,490,Spain,Female,21,5,0.0,2,0,0,40382.75,0
6470,14886417,Customer,516,Spain,Male,74,8,0.0,2,1,1,80951.79,0
6471,19982737,Customer,636,Germany,Male,68,1,230457.24,1,1,1,97252.18,1
6472,19718840,Customer,757,Spain,Female,35,2,0.0,1,0,1,24250.76,0
6473,14436165,Customer,844,Germany,Male,40,1,0.0,1,1,0,14278.9,0
6474,10677475,Customer,733,Spain,Male,46,5,0.0,2,1,0,106447.59,1
6475,10653514,Customer,684,Germany,Female,19,2,103203.09,1,0,0,182325.77,0
6476,11308473,Customer,354,Spain,Male,30,10,0.0,2,1,1,29498.96,0
6477,16816264,Customer,476,Germany,Male,33,0,114626.3,1,0,1,34598.1,0
6478,11505100,Customer,782,France,Male,71,3,0.0,1,1,0,20948.01,0
6479,19165585,Customer,435,Germany,Male,25,4,0.0,2,0,1,78809.72,0
6480,15895150,Customer,435,France,Male,36,10,110585.02,1,1,1,84857.71,1
6481,16844881,Customer,744,Germany,Male,49,3,0.0,2,1,0,196830.66,0
6482,19036068,Customer,373,France,Female,20,5,211125.66,3,0,0,166346.62,0
6483,10210719,Customer,394,Germany,Male,68,2,54264.06,1,1,0,79447.56,1
6484,15495861,Customer,807,France,Male,66,9,0.0,1,0,1,82338.43,0
6485,18124305,Customer,460,France,Male,49,5,119541.85,3,1,0,89085.81,1
6486,16076207,Customer,639,France,Female,58,9,240117.74,1,1,1,122166.59,1
6487,18731319,Customer,744,Spain,Female,38,0,203593.01,2,0,0,176530.11,0
6488,16918351,Customer,534,France,Male,42,5,102098.81,2,0,0,53609.71,0
6489,18204410,Customer,584,France,Female,70,7,0.0,1,0,1,56656.86,0
6490,16530597,Customer,506,Germany,Male,72,9,142533.81,1,0,1,198184.25,1
6491,11154356,Customer,755,Germany,Male,34,7,219926.14,1,0,1,102940.95,0
6492,16471128,Customer,510,France,Male,42,0,179318.39,2,0,1,140048.98,0
6493,18603066,Customer,549,France,Male,50,6,135050.06,1,0,1,163583.58,1
6494,13475887,Customer,471,France,Male,48,9,183719.13,1,1,0,102967.11,0
6495,15702656,Customer,782,Spain,Male,53,9,0.0,1,1,0,13117.79,0
6496,11585066,Customer,573,France,Male,40,3,0.0,2,1,0,152436.39,0
6497,14091648,Customer,837,France,Male,64,5,138836.99,2,0,0,120791.84,1
6498,11739781,Customer,714,France,Male,61,5,0.0,1,0,1,176767.96,0
6499,17882693,Customer,372,France,Male,42,4,141653.24,1,1,0,162122.96,1
6500,18940296,Customer,546,Spain,Female,66,9,0.0,1,0,0,85041.45,1
6501,16769166,Customer,828,France,Male,61,8,0.0,1,1,1,18094.8,0
6502,16070641,Customer,634,France,Female,65,10,142007.3,2,0,0,114455.9,0
6503,11040217,Customer,355,France,Female,47,9,3364.34,1,0,1,196418.59,0
6504,19526214,Customer,657,France,Male,30,7,234482.34,2,0,0,42574.27,0
6505,13315209,Customer,694,France,Male,60,5,9459.82,2,0,1,106373.3,0
6506,10820881,Customer,438,Spain,Male,64,3,239538.27,2,1,1,32771.05,0
6507,15544985,Customer,828,Spain,Female,46,3,242248.19,1,0,1,188449.02,0
6508,10768771,Customer,727,Spain,Male,33,8,131697.56,1,1,1,167189.19,0
6509,12995880,Customer,747,Spain,Male,55,3,83104.54,1,0,0,112067.25,0
6510,18088298,Customer,622,Germany,Male,44,6,46237.68,2,0,0,131358.34,1
6511,17867591,Customer,813,France,Female,43,5,40543.67,2,1,1,132719.53,0
6512,15174737,Customer,633,Spain,Male,28,1,0.0,3,1,1,191229.8,0
6513,14060398,Customer,614,Spain,Female,64,4,119051.63,1,0,1,194470.27,0
6514,15058180,Customer,464,Spain,Male,54,2,185724.53,2,1,1,136395.91,1
6515,18693251,Customer,473,Germany,Female,20,8,99682.4,2,0,1,65861.99,0
6516,15983082,Customer,799,France,Female,43,9,195253.02,2,1,0,131499.38,1
6517,15967879,Customer,609,Spain,Male,51,0,141146.54,1,0,1,115634.23,0
6518,19489181,Customer,753,Germany,Female,50,9,0.0,2,0,1,159913.73,0
6519,15137542,Customer,518,Spain,Female,32,3,32947.87,2,0,1,174002.94,0
6520,14585111,Customer,385,France,Male,19,3,143062.42,1,0,1,131151.57,0
6521,13075189,Customer,578,France,Male,45,8,40291.39,2,1,1,108203.16,0
6522,16845190,Customer,483,France,Female,37,0,0.0,1,1,0,172817.65,1
6523,19867712,Customer,593,Spain,Female,55,1,111320.17,2,0,0,94800.03,0
6524,18597081,Customer,414,France,Female,61,0,172520.56,1,1,0,100659.81,1
6525,12841886,Customer,586,France,Female,70,0,72859.26,1,0,1,13257.17,0
6526,14876455,Customer,783,Spain,Female,33,0,205406.3,1,1,0,23656.35,0
6527,18534631,Customer,797,France,Male,63,2,97221.07,1,1,1,91620.97,0
6528,16193729,Customer,352,Spain,Female,21,10,199161.99,1,0,0,11446.19,1
6529,10524908,Customer,849,France,Male,25,3,4842.7,2,1,0,48657.2,0
6530,19691187,Customer,386,Spain,Female,61,9,98271.02,2,1,1,139121.9,1
6531,16282172,Customer,458,Germany,Female,72,1,55047.11,2,1,0,129482.62,1
6532,15780328,Customer,839,Spain,Female,63,0,110920.08,2,1,1,117699.46,0
6533,11547516,Customer,599,Spain,Male,37,4,236702.49,2,0,1,166773.5,1
6534,13702621,Customer,352,France,Male,43,5,39739.32,1,0,0,78659.49,0
6535,11179478,Customer,584,France,Male,49,1,21999.07,1,1,1,135376.85,0
6536,18241204,Customer,766,France,Female,30,2,14624.04,1,0,0,132463.78,0
6537,10291023,Customer,792,Germany,Female,22,9,30839.99,1,0,1,135249.15,0
6538,15456090,Customer,600,Spain,Male,61,2,15489.42,1,1,1,138042.86,0
6539,17329699,Customer,492,France,Female,59,1,171184.51,2,0,1,162448.12,0
6540,11123798,Customer,597,Germany,Female,70,3,29350.44,1,1,0,125575.29,1
6541,13070549,Customer,405,France,Male,68,4,49359.98,2,0,0,176471.26,1
6542,14281807,Customer,410,Spain,Male,30,7,161382.74,1,0,0,91254.3,1
6543,13923662,Customer,417,Spain,Female,58,5,0.0,2,1,0,194956.29,0
6544,11993104,Customer,428,France,Female,28,8,13666.19,2,1,1,16387.11,0
6545,13159334,Customer,676,France,Female,54,2,242668.53,1,0,0,35475.55,0
6546,16079966,Customer,716,France,Male,49,9,0.0,2,0,0,25905.13,0
6547,17578338,Customer,545,Germany,Female,62,8,153447.89,2,0,1,93272.48,1
6548,13664533,Customer,795,Germany,Male,59,10,0.0,2,0,1,121697.84,0
6549,15595477,Customer,544,France,Male,35,10,227273.36,2,0,0,94084.44,1
6550,13468351,Customer,372,France,Male,46,3,14272.59,2,0,1,49926.92,0
6551,11914434,Customer,363,France,Male,32,7,17086.58,1,1,0,54088.03,1
6552,11891217,Customer,739,Germany,Male,37,9,194137.73,1,0,0,163364.85,0
6553,11236923,Customer,638,Germany,Male,61,6,173958.67,1,0,0,20151.69,1
6554,16711257,Customer,358,France,Female,53,6,54203.1,1,1,0,198386.47,1
6555,18331506,Customer,489,Spain,Female,22,8,80306.76,1,0,0,146935.03,0
6556,17536599,Customer,591,Germany,Male,57,9,152760.24,1,1,0,185026.85,1
6557,16952788,Customer,602,France,Female,54,1,197247.63,2,0,0,44736.4,1
6558,16180727,Customer,576,France,Male,50,4,150789.1,1,0,1,116249.48,0
6559,12820720,Customer,722,Spain,Female,35,2,0.0,2,1,1,110502.5,1
6560,16171206,Customer,444,Spain,Female,36,6,57154.51,1,0,1,127954.2,0
6561,13162052,Customer,528,France,Male,68,2,82778.59,1,1,0,157759.42,1
6562,19655502,Customer,352,France,Female,49,4,25405.78,1,0,1,145612.44,0
6563,18213372,Customer,533,France,Female,59,4,0.0,1,1,0,84663.85,1
6564,16914231,Customer,395,Germany,Male,39,1,202247.56,2,0,1,175166.57,0
6565,12100361,Customer,641,France,Female,58,10,0.0,3,0,0,12707.39,1
6566,17788589,Customer,490,France,Female,18,0,48703.12,1,0,0,58114.76,0
6567,11189562,Customer,362,Germany,Male,71,5,174670.97,2,0,0,108698.21,1
6568,12227175,Customer,535,Germany,Female,42,0,215603.2,2,0,1,173236.84,0
6569,17017291,Customer,831,France,Female,37,8,202587.23,1,1,0,85792.87,0
6570,14717333,Customer,434,France,Male,52,9,188671.34,1,0,1,157446.5,1
6571,13985940,Customer,767,Germany,Male,62,4,96789.24,1,1,1,60369.75,0
6572,15449520,Customer,839,France,Male,23,0,191741.06,1,1,0,194175.16,0
6573,10411049,Customer,392,France,Female,23,7,121143.16,2,1,0,12936.49,0
6574,15498495,Customer,733,Spain,Female,67,0,101131.39,3,1,1,43599.12,1
6575,13308214,Customer,505,France,Male,54,3,241195.58,2,1,1,14163.09,1
6576,16218308,Customer,533,Germany,Female,66,6,36667.47,2,0,0,13256.32,1
6577,15866980,Customer,396,Spain,Female,74,3,216179.74,2,0,0,182087.15,1
6578,17423221,Customer,768,France,Female,74,4,80525.07,1,0,1,62420.85,0
6579,10623222,Customer,555,France,Male,20,6,0.0,2,1,0,54510.82,0
6580,18735484,Customer,559,Germany,Male,54,3,90734.0,1,1,0,60753.29,1
6581,11281398,Customer,624,Spain,Female,48,4,0.0,1,1,1,162535.59,0
6582,10014952,Customer,432,Spain,Male,52,6,204600.64,1,1,1,69239.33,0
6583,12506778,Customer,446,Germany,Female,72,0,45753.3,1,1,0,122689.58,1
6584,18586853,Customer,528,France,Female,62,2,188698.26,2,1,0,173087.58,1
6585,19173635,Customer,704,Germany,Male,32,0,111472.24,1,1,0,70566.9,1
6586,19671790,Customer,497,France,Female,34,2,233737.56,2,1,1,37703.4,0
6587,14858380,Customer,634,France,Male,32,10,136746.84,2,0,0,22820.77,0
6588,16568178,Customer,733,France,Male,22,1,10343.85,1,0,1,117032.08,0
6589,15647853,Customer,421,France,Male,39,4,0.0,2,1,1,125107.24,0
6590,18657979,Customer,566,Spain,Male,63,9,0.0,1,1,1,175498.61,0
6591,12814353,Customer,558,France,Male,28,4,0.0,2,1,0,99973.35,0
6592,15983472,Customer,670,France,Female,45,9,243165.6,1,0,0,174774.2,1
6593,16683665,Customer,643,France,Female,31,8,0.0,1,1,1,107752.31,0
6594,15634459,Customer,782,Spain,Male,56,7,0.0,2,1,1,122141.39,0
6595,12609150,Customer,473,Germany,Female,20,2,91019.51,3,0,1,112142.26,1
6596,18609543,Customer,850,France,Male,72,0,5670.93,1,1,1,67078.84,0
6597,14569533,Customer,699,France,Male,69,4,198755.12,3,0,1,170295.7,1
6598,17256781,Customer,505,France,Female,59,10,221452.81,2,0,1,178018.34,1
6599,18916932,Customer,382,Spain,Female,28,2,40702.16,2,0,1,171200.7,0
6600,11634054,Customer,618,Germany,Female,47,4,0.0,1,0,1,30390.85,1
6601,12262737,Customer,565,Germany,Male,55,8,207889.56,2,1,0,136635.0,0
6602,18698258,Customer,777,Germany,Female,22,10,0.0,2,0,0,94377.08,0
6603,19316303,Customer,450,France,Female,69,0,197091.47,3,0,1,28573.61,1
6604,17608573,Customer,819,Spain,Female,39,0,0.0,1,1,0,21743.57,0
6605,19437838,Customer,529,Germany,Male,30,8,180182.61,2,1,1,142590.46,0
6606,13361719,Customer,476,France,Female,61,2,0.0,2,1,0,85551.15,0
6607,15963679,Customer,682,France,Female,68,9,104205.84,2,0,1,82606.81,0
6608,14076458,Customer,837,Germany,Female,68,4,0.0,1,0,0,50484.21,1
6609,17978076,Customer,809,Spain,Male,38,8,178170.89,1,0,1,124403.61,0
6610,14250201,Customer,726,France,Male,54,10,109747.25,1,1,1,38194.97,0
6611,16013503,Customer,518,Spain,Male,42,4,95293.48,2,0,0,10774.04,0
6612,10608796,Customer,654,Spain,Male,69,2,220338.67,1,0,0,12673.67,1
6613,16677970,Customer,715,France,Male,38,8,51184.87,2,0,0,79892.46,0
6614,16643358,Customer,484,France,Male,45,6,79626.78,1,1,0,146569.22,0
6615,15133350,Customer,641,France,Female,58,6,243620.5,1,0,1,124488.44,0
6616,15601918,Customer,442,Germany,Male,21,7,69341.45,2,0,0,57631.0,1
6617,12399398,Customer,570,France,Male,46,10,218119.11,1,1,1,29371.12,0
6618,19780951,Customer,759,France,Male,64,4,0.0,1,1,1,78750.24,0
6619,18987634,Customer,504,Germany,Male,52,1,0.0,1,1,1,180318.92,1
6620,10632605,Customer,629,Germany,Female,40,10,99585.56,1,1,0,75908.65,0
6621,19890072,Customer,828,France,Female,24,8,0.0,1,0,0,32802.5,0
6622,17812795,Customer,548,France,Female,73,2,172776.47,1,0,1,179320.41,1
6623,14205904,Customer,686,France,Male,69,10,241652.55,2,0,1,71555.62,1
6624,15610904,Customer,590,Germany,Female,69,1,223202.73,2,0,0,156672.53,1
6625,17291541,Customer,766,Spain,Male,63,9,246319.17,2,0,0,61891.12,0
6626,19832307,Customer,447,France,Female,63,9,0.0,1,0,1,175132.34,1
6627,15685667,Customer,599,Spain,Male,26,4,8619.56,2,1,0,25554.18,0
6628,15092725,Customer,751,Germany,Female,40,7,138517.46,2,0,1,58106.29,0
6629,15704964,Customer,454,Germany,Female,20,2,155628.82,1,1,0,148219.34,0
6630,15172519,Customer,610,Germany,Male,26,5,30035.95,1,0,1,84957.34,0
6631,18501702,Customer,478,France,Male,70,8,207106.73,1,0,0,114614.6,1
6632,18117070,Customer,676,France,Female,21,1,182520.17,1,1,0,62633.28,0
6633,17305150,Customer,727,Germany,Male,66,7,112107.27,2,1,0,78638.12,1
6634,17026123,Customer,831,Germany,Male,42,9,72998.69,2,1,1,125229.2,0
6635,13574190,Customer,608,Germany,Male,23,6,55451.46,2,0,1,160561.25,0
6636,19697255,Customer,641,France,Male,65,2,0.0,1,1,0,179473.44,0
6637,10466922,Customer,768,Spain,Female,35,0,200518.89,2,1,1,78178.37,0
6638,14641076,Customer,784,Germany,Male,62,5,0.0,1,0,0,129776.78,0
6639,18732529,Customer,726,France,Male,24,1,237095.05,2,1,0,104613.49,0
6640,15496853,Customer,489,France,Female,52,2,50876.21,2,0,1,134701.22,0
6641,19866790,Customer,364,Spain,Female,48,4,214402.05,1,1,0,128155.68,1
6642,16906516,Customer,737,Spain,Male,55,10,145861.52,2,1,0,127844.65,0
6643,17522932,Customer,533,France,Female,73,7,233262.35,2,1,1,92892.35,0
6644,12743207,Customer,830,Spain,Male,49,1,0.0,2,1,0,65772.94,1
6645,16946092,Customer,365,France,Male,52,5,0.0,1,1,1,90036.44,0
6646,14713134,Customer,570,France,Female,45,0,55564.28,2,1,1,169046.37,0
6647,14766934,Customer,739,Spain,Female,61,6,0.0,2,0,1,75142.38,0
6648,19903159,Customer,412,Spain,Male,22,3,75576.41,1,1,0,173673.32,0
6649,13876932,Customer,590,Germany,Male,47,0,0.0,1,0,0,41588.52,0
6650,15102990,Customer,834,Spain,Male,39,8,102793.36,3,0,0,115209.34,0
6651,12839841,Customer,628,France,Male,34,8,214994.49,1,1,0,30733.99,0
6652,12946204,Customer,682,Spain,Male,27,10,0.0,2,1,0,94067.18,0
6653,11949858,Customer,777,France,Male,24,2,0.0,2,0,0,194401.22,0
6654,17059709,Customer,606,France,Female,21,5,0.0,1,1,0,129000.95,0
6655,12934040,Customer,534,France,Female,59,6,0.0,2,0,0,13385.97,1
6656,15307700,Customer,425,France,Male,44,3,37077.54,4,0,1,166280.83,1
6657,13665987,Customer,376,France,Female,24,5,0.0,2,0,1,105104.6,0
6658,17575065,Customer,374,France,Male,40,8,0.0,1,1,0,137594.16,0
6659,11248507,Customer,691,France,Male,28,9,116362.25,1,1,1,132004.57,0
6660,13943086,Customer,411,France,Male,70,5,184191.49,1,1,1,45812.57,1
6661,18550395,Customer,831,Germany,Female,25,6,84593.15,1,0,0,87057.16,0
6662,15107843,Customer,495,France,Male,25,5,4554.44,2,0,1,50830.84,0
6663,18078846,Customer,582,France,Female,54,6,216519.67,1,1,1,43931.16,1
6664,11329525,Customer,813,Germany,Female,22,0,108081.69,3,0,1,115837.34,1
6665,18740643,Customer,698,Spain,Male,24,5,0.0,2,0,1,48689.27,0
6666,12738049,Customer,635,Spain,Male,39,8,204796.46,2,1,1,48274.04,1
6667,19397159,Customer,763,France,Female,53,10,219711.35,2,0,1,129042.66,1
6668,16751891,Customer,433,Germany,Female,19,2,182759.71,2,1,1,86409.33,0
6669,15955189,Customer,524,France,Female,41,5,0.0,1,0,1,48505.21,0
6670,19649397,Customer,755,France,Male,68,3,0.0,2,0,1,82887.05,1
6671,14306996,Customer,730,France,Female,19,6,178199.92,1,1,1,120089.86,0
6672,18894043,Customer,519,Spain,Male,65,6,0.0,2,0,1,123763.3,0
6673,10636790,Customer,639,France,Female,29,8,0.0,2,0,1,180630.96,0
6674,10320132,Customer,796,France,Female,64,3,189701.34,1,1,0,186732.53,1
6675,17114037,Customer,353,France,Female,59,7,146268.04,2,0,1,48573.31,1
6676,15230769,Customer,847,Spain,Male,72,7,183463.21,1,0,0,103161.81,0
